2015-06-24-10 00 40.681	-1.3305969 3.2871857 7.6828003
2015-06-24-10 00 40.687	-1.2460938 3.384781 7.7744446
2015-06-24-10 00 40.692	-1.1568298 3.500229 7.823242
2015-06-24-10 00 40.698	-1.0342407 3.5157013 7.9148865
2015-06-24-10 00 40.704	-0.9533081 3.5835419 7.9208374
2015-06-24-10 00 40.708	-0.85809326 3.609726 7.8696594
2015-06-24-10 00 40.713	-0.89141846 3.5799713 7.8625183
2015-06-24-10 00 40.718	-0.7652588 3.5192719 7.866089
2015-06-24-10 00 40.725	-0.7652588 3.577591 7.836334
2015-06-24-10 00 40.735	-0.8152466 3.4788055 7.949402
2015-06-24-10 00 40.738	-0.9699707 3.5299835 8.123169
2015-06-24-10 00 40.740	-1.144928 3.5109406 8.279083
2015-06-24-10 00 40.744	-1.2151489 3.462143 8.3862
2015-06-24-10 00 40.748	-1.2151489 3.4680939 8.563538
2015-06-24-10 00 40.753	-1.3091736 3.5026093 8.878937
2015-06-24-10 00 40.758	-1.4246216 3.4859467 9.038422
2015-06-24-10 00 40.763	-1.4805603 3.4740448 9.299072
2015-06-24-10 00 40.770	-1.6126709 3.4799957 9.574005
2015-06-24-10 00 40.773	-1.6436157 3.4764252 9.783478
2015-06-24-10 00 40.779	-1.5983887 3.520462 10.181
2015-06-24-10 00 40.783	-1.4710388 3.5109406 10.496399
2015-06-24-10 00 40.788	-1.2901306 3.5037994 10.816559
2015-06-24-10 00 40.793	-1.0877991 3.5383148 11.006989
2015-06-24-10 00 40.798	-0.95092773 3.4633331 11.131958
2015-06-24-10 00 40.803	-0.77001953 3.4573822 11.253357
2015-06-24-10 00 40.809	-0.57244873 3.4204865 11.347382
2015-06-24-10 00 40.813	-0.4998474 3.3812103 11.561615
2015-06-24-10 00 40.818	-0.4439087 3.399063 11.703247
2015-06-24-10 00 40.823	-0.4689026 3.4204865 11.7829895
2015-06-24-10 00 40.829	-0.5153198 3.4395294 11.904388
2015-06-24-10 00 40.833	-0.6307678 3.4454803 11.98056
2015-06-24-10 00 40.838	-0.80215454 3.3740692 12.249542
2015-06-24-10 00 40.843	-0.9223633 3.410965 12.568512
2015-06-24-10 00 40.849	-0.9699707 3.3609772 12.948181
2015-06-24-10 00 40.854	-0.997345 3.3812103 13.425446
2015-06-24-10 00 40.859	-0.9854431 3.2788544 13.83725
2015-06-24-10 00 40.864	-0.8699951 3.2538605 14.003876
2015-06-24-10 00 40.869	-0.66171265 3.1300812 14.132416
2015-06-24-10 00 40.875	-0.4915161 2.9420319 14.119324
2015-06-24-10 00 40.880	-0.20587158 2.7861176 13.826538
2015-06-24-10 00 40.884	0.21188354 2.4707184 13.588501
2015-06-24-10 00 40.889	0.70581055 2.294571 13.114807
2015-06-24-10 00 40.894	1.1985474 2.083908 12.81131
2015-06-24-10 00 40.899	1.6127319 1.7708893 12.335236
2015-06-24-10 00 40.904	1.8388672 1.7149506 11.771088
2015-06-24-10 00 40.909	2.1506958 1.7720795 11.192657
2015-06-24-10 00 40.914	2.3625488 1.872055 10.402374
2015-06-24-10 00 40.920	2.4565735 1.9672699 9.656128
2015-06-24-10 00 40.925	2.4839478 2.1707916 8.9670105
2015-06-24-10 00 40.930	2.4053955 2.430252 8.420715
2015-06-24-10 00 40.934	2.164978 2.7849274 8.037476
2015-06-24-10 00 40.939	1.7269897 2.9146576 7.9339294
2015-06-24-10 00 40.945	1.196167 3.1074677 7.9743958
2015-06-24-10 00 40.950	0.49157715 3.1122284 8.077942
2015-06-24-10 00 40.954	-0.10470581 3.1062775 8.355255
2015-06-24-10 00 40.959	-0.6236267 3.064621 8.802765
2015-06-24-10 00 40.965	-0.98187256 3.0860443 9.149109
2015-06-24-10 00 40.970	-0.96640015 3.051529 9.491882
2015-06-24-10 00 40.975	-0.9794922 2.9789276 9.682312
2015-06-24-10 00 40.979	-0.7712097 2.922989 9.809662
2015-06-24-10 00 40.985	-0.61886597 2.7432709 9.939392
2015-06-24-10 00 40.990	-0.47366333 2.6647186 10.05127
2015-06-24-10 00 40.995	-0.30465698 2.538559 9.994141
2015-06-24-10 00 41.001	-0.42129517 2.429062 9.970337
2015-06-24-10 00 41.005	-0.5581665 2.326706 9.873932
2015-06-24-10 00 41.011	-0.651001 2.28862 9.806091
2015-06-24-10 00 41.015	-0.59625244 2.2172089 9.683502
2015-06-24-10 00 41.021	-0.5188904 2.199356 9.620422
2015-06-24-10 00 41.027	-0.4105835 1.9696503 9.402618
2015-06-24-10 00 41.033	-0.4105835 1.9696503 9.402618
2015-06-24-10 00 41.035	-0.336792 1.9363251 9.34787
2015-06-24-10 00 41.040	-0.23205566 1.9279938 9.145538
2015-06-24-10 00 41.045	-0.18563843 1.9303741 9.001526
2015-06-24-10 00 41.050	-0.2368164 1.8958588 8.96344
2015-06-24-10 00 41.055	-0.253479 1.9565582 8.699219
2015-06-24-10 00 41.060	-0.21777344 1.9589386 8.557587
2015-06-24-10 00 41.065	-0.24276733 1.9982147 8.415955
2015-06-24-10 00 41.071	-0.25585938 2.025589 8.2421875
2015-06-24-10 00 41.075	-0.19277954 2.0184479 8.013672
