2015-06-26-12 08 37.436	0.28567505 1.082962 5.846344
2015-06-26-12 08 37.441	0.15713501 1.2448273 5.8891907
2015-06-26-12 08 37.447	0.094055176 1.3055267 5.826111
2015-06-26-12 08 37.452	0.0036010742 1.3745575 5.9653625
2015-06-26-12 08 37.457	-0.095184326 1.3626556 5.94751
2015-06-26-12 08 37.462	-0.253479 1.4066925 5.9451294
2015-06-26-12 08 37.469	-0.36297607 1.3959808 5.917755
2015-06-26-12 08 37.472	-0.43200684 1.4197845 6.027252
2015-06-26-12 08 37.477	-0.5093689 1.2614899 6.0034485
2015-06-26-12 08 37.482	-0.5903015 1.3293304 6.07605
2015-06-26-12 08 37.487	-0.69384766 1.2507782 6.179596
2015-06-26-12 08 37.492	-0.7914429 1.2662506 6.1700745
2015-06-26-12 08 37.497	-0.8545227 1.2829132 6.4152527
2015-06-26-12 08 37.503	-0.6890869 1.3400421 6.5164185
2015-06-26-12 08 37.507	-0.46176147 1.4650116 6.7592163
2015-06-26-12 08 37.512	-0.23562622 1.5352325 7.0055847
2015-06-26-12 08 37.519	-0.105895996 1.4923859 7.4888
2015-06-26-12 08 37.522	0.011932373 1.4531097 8.049377
2015-06-26-12 08 37.527	0.06430054 1.3221893 8.655182
2015-06-26-12 08 37.532	0.22140503 1.1817474 9.247894
2015-06-26-12 08 37.538	0.3309021 1.0520172 9.92392
2015-06-26-12 08 37.542	0.39041138 0.8365936 10.509491
2015-06-26-12 08 37.548	0.34994507 0.7306671 10.895111
2015-06-26-12 08 37.553	0.40231323 0.5771332 11.212891
2015-06-26-12 08 37.558	0.30352783 0.45335388 11.46283
2015-06-26-12 08 37.562	0.23806763 0.30696106 11.59494
2015-06-26-12 08 37.569	0.06549072 0.1879425 11.605652
2015-06-26-12 08 37.573	-0.17730713 0.08796692 11.617554
2015-06-26-12 08 37.578	-0.48080444 -0.034622192 11.586609
2015-06-26-12 08 37.582	-0.7390747 -0.073898315 11.559235
2015-06-26-12 08 37.588	-0.91522217 -0.060806274 11.471161
2015-06-26-12 08 37.593	-1.080658 0.001083374 11.437836
2015-06-26-12 08 37.598	-1.1568298 0.048690796 11.40332
2015-06-26-12 08 37.603	-1.1758728 0.19865417 11.383087
2015-06-26-12 08 37.608	-1.1437378 0.36647034 11.434265
2015-06-26-12 08 37.613	-0.9949646 0.47834778 11.510437
2015-06-26-12 08 37.619	-0.97473145 0.6902008 11.618744
2015-06-26-12 08 37.623	-0.9711609 0.70210266 11.744904
2015-06-26-12 08 37.628	-0.9223633 0.69615173 11.819885
2015-06-26-12 08 37.633	-0.90093994 0.7163849 12.054352
2015-06-26-12 08 37.639	-0.9390259 0.7996979 12.29953
2015-06-26-12 08 37.643	-0.96520996 0.8080292 12.454254
2015-06-26-12 08 37.648	-1.074707 0.7711334 12.513763
2015-06-26-12 08 37.655	-1.1151733 0.61997986 12.537567
2015-06-26-12 08 37.659	-1.2960815 0.48786926 12.376892
