2015-06-26-12 10 13.373	0.19641113 2.0339203 5.211975
2015-06-26-12 10 13.380	0.28448486 2.1053314 5.3238525
2015-06-26-12 10 13.385	0.45706177 2.1422272 5.514282
2015-06-26-12 10 13.390	0.6415405 2.1886444 5.7796936
2015-06-26-12 10 13.395	0.683197 2.282669 5.974884
2015-06-26-12 10 13.400	0.84506226 2.3576508 6.358124
2015-06-26-12 10 13.405	0.95217896 2.41716 6.700897
2015-06-26-12 10 13.410	1.0021667 2.3993073 7.123413
2015-06-26-12 10 13.415	1.0604858 2.4754791 7.417389
2015-06-26-12 10 13.420	0.997406 2.4635773 7.7803955
2015-06-26-12 10 13.425	0.89505005 2.5683136 8.113647
2015-06-26-12 10 13.430	0.849823 2.602829 8.456421
2015-06-26-12 10 13.437	0.5760803 2.6647186 9.116974
2015-06-26-12 10 13.441	0.5760803 2.6647186 9.116974
2015-06-26-12 10 13.445	0.5201416 2.7158966 9.2836
2015-06-26-12 10 13.450	0.41778564 2.775406 9.5763855
2015-06-26-12 10 13.455	0.37612915 2.878952 9.750153
2015-06-26-12 10 13.461	0.32852173 2.8932343 9.908447
2015-06-26-12 10 13.468	0.31900024 2.9777374 10.035797
2015-06-26-12 10 13.470	0.2987671 3.0336761 9.885834
2015-06-26-12 10 13.475	0.37731934 3.1300812 9.781097
2015-06-26-12 10 13.482	0.3320923 3.136032 9.571625
2015-06-26-12 10 13.486	0.32138062 3.180069 9.462128
2015-06-26-12 10 13.490	0.3380432 3.2276764 9.494263
2015-06-26-12 10 13.496	0.40231323 3.1729279 9.520447
2015-06-26-12 10 13.501	0.44992065 3.1086578 9.534729
2015-06-26-12 10 13.505	0.43325806 3.1753082 9.553772
2015-06-26-12 10 13.511	0.49395752 3.0170135 9.703735
2015-06-26-12 10 13.516	0.5368042 2.9991608 9.985809
2015-06-26-12 10 13.521	0.5856018 2.905136 10.164337
2015-06-26-12 10 13.526	0.5713196 2.8837128 10.557098
2015-06-26-12 10 13.531	0.5201416 2.8289642 10.947479
2015-06-26-12 10 13.538	0.57250977 2.757553 11.411652
2015-06-26-12 10 13.542	0.65582275 2.6766205 11.804413
2015-06-26-12 10 13.546	0.6677246 2.7277985 12.241211
2015-06-26-12 10 13.551	0.90219116 2.680191 12.551849
2015-06-26-12 10 13.556	0.9569397 2.6754303 12.81131
2015-06-26-12 10 13.561	1.048584 2.6659088 12.973175
2015-06-26-12 10 13.567	0.9664612 2.6682892 13.1814575
2015-06-26-12 10 13.571	0.9545593 2.583786 13.382599
2015-06-26-12 10 13.576	0.8093567 2.455246 13.627777
2015-06-26-12 10 13.582	0.60821533 2.3159943 13.788452
2015-06-26-12 10 13.589	0.24758911 1.7827911 13.705139
2015-06-26-12 10 13.591	0.24758911 1.7827911 13.705139
2015-06-26-12 10 13.596	0.18093872 1.5483246 13.462341
2015-06-26-12 10 13.602	0.17022705 1.2519684 13.237396
2015-06-26-12 10 13.607	0.14404297 1.0401154 13.0065
2015-06-26-12 10 13.612	0.4142151 0.8615875 13.0017395
2015-06-26-12 10 13.617	0.6201172 0.6997223 12.994598
2015-06-26-12 10 13.624	1.0247803 0.5342865 12.966034
2015-06-26-12 10 13.626	1.2830505 0.41526794 13.020782
2015-06-26-12 10 13.632	1.5532227 0.2462616 13.07196
2015-06-26-12 10 13.637	1.8162537 0.16651917 13.013641
2015-06-26-12 10 13.642	1.9507446 0.020126343 12.993408
2015-06-26-12 10 13.646	1.9888306 -0.15126038 12.837494
2015-06-26-12 10 13.652	2.094757 -0.27742004 12.664917
2015-06-26-12 10 13.657	1.9519348 -0.4452362 12.463776
2015-06-26-12 10 13.662	1.8721924 -0.5702057 12.280487
2015-06-26-12 10 13.667	1.8031616 -0.62257385 12.2447815
2015-06-26-12 10 13.672	1.7162781 -0.6868439 12.099579
2015-06-26-12 10 13.677	1.6424866 -0.7511139 11.960327
2015-06-26-12 10 13.683	1.5865479 -0.70350647 11.78775
2015-06-26-12 10 13.687	1.5068054 -0.6761322 11.617554
2015-06-26-12 10 13.692	1.4841919 -0.65470886 11.474731
2015-06-26-12 10 13.697	1.3925476 -0.6285248 11.290253
2015-06-26-12 10 13.702	1.4223022 -0.5940094 11.154572
2015-06-26-12 10 13.707	1.2806702 -0.51664734 11.030792
2015-06-26-12 10 13.716	1.209259 -0.54878235 10.849884
2015-06-26-12 10 13.718	1.1176147 -0.5297394 10.555908
2015-06-26-12 10 13.723	1.0235901 -0.5880585 10.451172
2015-06-26-12 10 13.727	0.8998108 -0.5630646 10.295258
2015-06-26-12 10 13.732	0.71533203 -0.60591125 9.921539
2015-06-26-12 10 13.739	0.6772461 -0.5011749 9.67041
2015-06-26-12 10 13.743	0.6522522 -0.5285492 9.468079
2015-06-26-12 10 13.748	0.6284485 -0.5202179 9.325256
2015-06-26-12 10 13.752	0.6284485 -0.5261688 9.122925
2015-06-26-12 10 13.758	0.6332092 -0.45237732 8.8836975
2015-06-26-12 10 13.763	0.68914795 -0.36549377 8.659943
2015-06-26-12 10 13.767	0.7486572 -0.33454895 8.382629
2015-06-26-12 10 13.772	0.75579834 -0.20362854 8.175537
2015-06-26-12 10 13.777	0.76412964 -0.15007019 8.012482
2015-06-26-12 10 13.783	0.7772217 -0.05366516 7.7363586
2015-06-26-12 10 13.787	0.7498474 -0.08103943 7.4911804
2015-06-26-12 10 13.793	0.6998596 0.059402466 7.265045
2015-06-26-12 10 13.798	0.71295166 0.1308136 7.135315
2015-06-26-12 10 13.803	0.68795776 0.1641388 6.885376
2015-06-26-12 10 13.808	0.70462036 0.31053162 6.762787
2015-06-26-12 10 13.813	0.62368774 0.28553772 6.700897
2015-06-26-12 10 13.818	0.58203125 0.40455627 6.6247253
2015-06-26-12 10 13.823	0.55584717 0.55451965 6.5866394
2015-06-26-12 10 13.828	0.5451355 0.67829895 6.500946
2015-06-26-12 10 13.833	0.48324585 0.7318573 6.442627
2015-06-26-12 10 13.838	0.35708618 0.8306427 6.321228
2015-06-26-12 10 13.843	0.3630371 0.7985077 6.239105
2015-06-26-12 10 13.848	0.41064453 0.8865814 5.979645
2015-06-26-12 10 13.853	0.5272827 0.8127899 5.872528
2015-06-26-12 10 13.858	0.6105957 0.89134216 5.697571
2015-06-26-12 10 13.864	0.6998596 0.954422 5.6059265
2015-06-26-12 10 13.868	0.7034302 0.935379 5.6130676
2015-06-26-12 10 13.873	0.8153076 0.8544464 5.533325
2015-06-26-12 10 13.878	0.7319946 0.7889862 5.5999756
2015-06-26-12 10 13.884	0.6617737 0.69615173 5.732086
2015-06-26-12 10 13.889	0.68914795 0.57832336 5.9129944
2015-06-26-12 10 13.893	0.7117615 0.5937958 6.1367493
2015-06-26-12 10 13.898	0.7748413 0.5854645 6.4283447
2015-06-26-12 10 13.904	0.86172485 0.54499817 6.6056824
2015-06-26-12 10 13.908	0.88671875 0.52952576 6.867523
