2015-06-26-10 37 36.378	-1.7757263 2.019638 8.167206
2015-06-26-10 37 36.384	-1.767395 2.0339203 8.400482
2015-06-26-10 37 36.389	-1.6662292 2.0136871 8.364777
2015-06-26-10 37 36.395	-1.6233826 2.0101166 8.367157
2015-06-26-10 37 36.403	-1.60672 2.0220184 8.32431
2015-06-26-10 37 36.405	-1.6864624 2.1255646 8.108887
2015-06-26-10 37 36.409	-1.7971497 2.1874542 7.879181
2015-06-26-10 37 36.414	-1.8483276 2.2588654 7.778015
2015-06-26-10 37 36.420	-1.8245239 2.3064728 7.9077454
2015-06-26-10 37 36.425	-1.8983154 2.442154 8.208862
2015-06-26-10 37 36.431	-2.0673218 2.532608 8.83252
2015-06-26-10 37 36.435	-2.0673218 2.532608 8.83252
2015-06-26-10 37 36.440	-2.1542053 2.5373688 9.058655
2015-06-26-10 37 36.445	-2.2065735 2.4992828 9.388336
2015-06-26-10 37 36.450	-2.2958374 2.4028778 9.663269
2015-06-26-10 37 36.455	-2.2982178 2.3826447 9.838226
2015-06-26-10 37 36.460	-2.235138 2.269577 10.046509
2015-06-26-10 37 36.468	-2.2410889 2.2255402 10.396423
2015-06-26-10 37 36.470	-2.178009 2.2683868 10.602325
2015-06-26-10 37 36.475	-2.2375183 2.2933807 10.708252
2015-06-26-10 37 36.481	-2.0220947 2.410019 10.935577
2015-06-26-10 37 36.485	-2.0220947 2.410019 10.935577
2015-06-26-10 37 36.490	-1.8197632 2.4088287 11.20694
2015-06-26-10 37 36.495	-1.5638733 2.4326324 11.380707
2015-06-26-10 37 36.501	-1.1818237 2.294571 11.803223
2015-06-26-10 37 36.506	-1.1818237 2.294571 11.803223
2015-06-26-10 37 36.510	-1.1354065 2.2148285 12.035309
2015-06-26-10 37 36.515	-1.305603 2.1719818 12.142426
2015-06-26-10 37 36.520	-1.5198364 2.1243744 12.137665
2015-06-26-10 37 36.525	-1.8209534 2.1910248 12.160278
2015-06-26-10 37 36.530	-2.0697021 2.2921906 12.074585
2015-06-26-10 37 36.535	-2.2363281 2.294571 12.076965
2015-06-26-10 37 36.540	-2.2077637 2.3897858 11.813934
2015-06-26-10 37 36.546	-1.8661804 2.3112335 11.410461
2015-06-26-10 37 36.550	-1.5222168 2.1172333 10.992706
2015-06-26-10 37 36.555	-0.99853516 1.9375153 10.7118225
2015-06-26-10 37 36.560	-0.47009277 1.8220673 10.610657
2015-06-26-10 37 36.567	-0.07019043 1.6518707 10.95462
2015-06-26-10 37 36.570	0.3070984 1.4590607 11.417603
2015-06-26-10 37 36.575	0.44992065 1.345993 12.1293335
2015-06-26-10 37 36.583	0.39517212 1.0746307 13.048157
2015-06-26-10 37 36.586	0.0024108887 0.6092682 13.963409
2015-06-26-10 37 36.590	-0.62719727 0.25816345 14.570404
2015-06-26-10 37 36.596	-1.5983887 -0.13102722 15.016724
2015-06-26-10 37 36.601	-2.37677 -0.49046326 15.110748
2015-06-26-10 37 36.606	-2.927826 -1.0153351 14.944122
2015-06-26-10 37 36.610	-3.2265625 -1.49617 14.403778
2015-06-26-10 37 36.617	-3.3491516 -1.7996674 13.800354
2015-06-26-10 37 36.621	-3.2372742 -1.996048 13.206451
2015-06-26-10 37 36.627	-2.9183044 -2.0507965 12.422119
2015-06-26-10 37 36.631	-2.5529175 -1.8948822 11.8663025
2015-06-26-10 37 36.636	-2.2815552 -1.6639862 11.412842
2015-06-26-10 37 36.641	-2.0411377 -1.3592987 10.846313
2015-06-26-10 37 36.646	-1.8292847 -0.91178894 10.388092
2015-06-26-10 37 36.651	-1.6769409 -0.47618103 9.951294
2015-06-26-10 37 36.656	-1.5650635 -0.08699036 9.613281
2015-06-26-10 37 36.661	-1.5531616 0.3117218 9.506165
2015-06-26-10 37 36.668	-1.4555664 0.66282654 9.374054
2015-06-26-10 37 36.671	-1.2234802 0.95680237 9.143158
2015-06-26-10 37 36.676	-0.9449768 1.1734161 8.936066
2015-06-26-10 37 36.682	-0.798584 1.3495636 8.958679
2015-06-26-10 37 36.687	-0.71170044 1.4650116 8.9348755
2015-06-26-10 37 36.691	-0.58078 1.5138092 8.731354
2015-06-26-10 37 36.696	-0.41296387 1.5149994 8.174347
2015-06-26-10 37 36.702	-0.2713318 1.5340424 7.623291
2015-06-26-10 37 36.707	-0.35107422 1.6030731 7.199585
2015-06-26-10 37 36.711	-0.38320923 1.5899811 7.0043945
2015-06-26-10 37 36.716	-0.42248535 1.5328522 6.865143
2015-06-26-10 37 36.722	-0.47485352 1.4174042 7.096039
2015-06-26-10 37 36.727	-0.4915161 1.3043365 7.4078674
2015-06-26-10 37 36.733	-0.30584717 1.2353058 7.5994873
2015-06-26-10 37 36.737	-0.12612915 1.2781525 7.9029846
2015-06-26-10 37 36.742	-0.0047302246 1.300766 8.271942
2015-06-26-10 37 36.747	0.123809814 1.3031464 8.689697
2015-06-26-10 37 36.752	0.21188354 1.3079071 8.877747
2015-06-26-10 37 36.757	0.25473022 1.2591095 8.808716
2015-06-26-10 37 36.762	0.083343506 1.1329498 8.77301
2015-06-26-10 37 36.767	-0.11898804 1.0448761 8.795624
2015-06-26-10 37 36.772	-0.30822754 0.9044342 8.659943
2015-06-26-10 37 36.777	-0.61053467 0.7973175 8.567108
2015-06-26-10 37 36.783	-0.79263306 0.78422546 8.277893
2015-06-26-10 37 36.787	-0.75335693 0.57832336 8.102936
2015-06-26-10 37 36.792	-0.8545227 0.38432312 7.7363586
2015-06-26-10 37 36.797	-1.3448792 0.50572205 7.589966
2015-06-26-10 37 36.802	-1.7150269 0.6104584 7.74469
2015-06-26-10 37 36.808	-1.6174316 0.66163635 7.706604
2015-06-26-10 37 36.812	-1.3972473 0.7639923 7.7018433
2015-06-26-10 37 36.817	-1.0009155 0.85206604 7.7292175
2015-06-26-10 37 36.822	-0.62838745 0.94847107 7.7494507
2015-06-26-10 37 36.828	-0.40582275 1.0722504 7.699463
2015-06-26-10 37 36.832	-0.31774902 1.2424469 7.6018677
2015-06-26-10 37 36.837	-0.15350342 1.3114777 7.5114136
2015-06-26-10 37 36.843	-0.14398193 1.3959808 7.3388367
2015-06-26-10 37 36.848	-0.13208008 1.4507294 7.3554993
2015-06-26-10 37 36.852	-0.029724121 1.4959564 7.450714
2015-06-26-10 37 36.857	-0.029724121 1.550705 7.611389
2015-06-26-10 37 36.863	-0.021392822 1.6494904 7.9720154
2015-06-26-10 37 36.868	-0.1546936 1.7482758 8.298126
2015-06-26-10 37 36.873	-0.3022766 1.8054047 8.550446
2015-06-26-10 37 36.878	-0.46176147 1.8875275 8.7742
2015-06-26-10 37 36.885	-0.47247314 1.8553925 8.840851
2015-06-26-10 37 36.889	-0.4593811 1.8851471 8.89798
2015-06-26-10 37 36.893	-0.42010498 1.724472 8.984863
2015-06-26-10 37 36.898	-0.5105591 1.7030487 9.078888
2015-06-26-10 37 36.903	-0.6307678 1.5221405 9.033661
2015-06-26-10 37 36.908	-0.8473816 1.4150238 9.02652
2015-06-26-10 37 36.913	-1.0675659 1.2210236 9.02771
2015-06-26-10 37 36.918	-1.1437378 1.0948639 9.101501
2015-06-26-10 37 36.923	-1.1139832 1.0294037 9.159821
2015-06-26-10 37 36.929	-1.0247192 0.89134216 9.322876
2015-06-26-10 37 36.933	-0.9723511 0.89253235 9.454987
2015-06-26-10 37 36.938	-1.042572 0.9698944 9.702545
2015-06-26-10 37 36.943	-1.09375 1.0008392 9.975098
2015-06-26-10 37 36.949	-1.0437622 1.1448517 10.221466
2015-06-26-10 37 36.953	-0.6676636 1.3114777 10.37262
2015-06-26-10 37 36.958	-0.42843628 1.5840302 10.424988
2015-06-26-10 37 36.963	-0.039245605 1.923233 10.488068
2015-06-26-10 37 36.969	0.22497559 2.2160187 10.50592
2015-06-26-10 37 36.973	0.5213318 2.2874298 10.752289
