2015-06-25-10 01 52.122	0.16784668 1.9863129 5.7654114
2015-06-25-10 01 52.128	0.11071777 2.1124725 5.6452026
2015-06-25-10 01 52.133	0.13095093 2.1291351 5.488098
2015-06-25-10 01 52.138	0.09881592 2.180313 5.4119263
2015-06-25-10 01 52.143	0.115478516 2.2326813 5.441681
2015-06-25-10 01 52.148	0.1666565 2.2910004 5.4523926
2015-06-25-10 01 52.155	0.13690186 2.314804 5.5666504
2015-06-25-10 01 52.158	0.26663208 2.35289 5.608307
2015-06-25-10 01 52.163	0.2559204 2.377884 5.788025
2015-06-25-10 01 52.170	0.272583 2.3802643 5.9582214
2015-06-25-10 01 52.173	0.2487793 2.4147797 6.172455
2015-06-25-10 01 52.178	0.29995728 2.365982 6.4604797
2015-06-25-10 01 52.183	0.28686523 2.3421783 6.6437683
2015-06-25-10 01 52.189	0.3154297 2.269577 6.880615
2015-06-25-10 01 52.193	0.2809143 2.179123 7.2281494
2015-06-25-10 01 52.198	0.3547058 2.1303253 7.4078674
2015-06-25-10 01 52.205	0.4308777 2.1184235 7.534027
2015-06-25-10 01 52.209	0.55584717 2.1196136 7.943451
2015-06-25-10 01 52.213	0.64035034 2.083908 8.020813
2015-06-25-10 01 52.218	0.817688 2.050583 8.236237
2015-06-25-10 01 52.224	0.96884155 2.0053558 8.310028
2015-06-25-10 01 52.229	0.95932007 1.9696503 8.45047
2015-06-25-10 01 52.233	0.95336914 1.9172821 8.519501
2015-06-25-10 01 52.239	1.0116882 1.8863373 8.559967
2015-06-25-10 01 52.244	1.0045471 1.8303986 8.601624
2015-06-25-10 01 52.249	0.997406 1.8196869 8.557587
2015-06-25-10 01 52.256	1.0331116 1.7149506 8.538544
2015-06-25-10 01 52.259	1.0069275 1.7280426 8.596863
2015-06-25-10 01 52.264	1.125946 1.6518707 8.533783
2015-06-25-10 01 52.270	1.2033081 1.6328278 8.712311
2015-06-25-10 01 52.275	1.478241 1.666153 8.723022
2015-06-25-10 01 52.279	1.478241 1.666153 8.723022
2015-06-25-10 01 52.284	1.6234436 1.6030731 8.724213
2015-06-25-10 01 52.290	1.703186 1.5876007 9.014618
2015-06-25-10 01 52.294	1.8114929 1.4602509 9.212189
2015-06-25-10 01 52.299	1.9233704 1.448349 9.41333
2015-06-25-10 01 52.305	1.9864502 1.345993 9.858459
2015-06-25-10 01 52.310	2.04953 1.2412567 9.942963
2015-06-25-10 01 52.314	2.2566223 1.204361 10.270264
2015-06-25-10 01 52.320	2.3804016 1.1650848 10.542816
2015-06-25-10 01 52.325	2.594635 1.1317596 10.883209
2015-06-25-10 01 52.330	2.594635 1.1317596 10.883209
2015-06-25-10 01 52.334	2.6767578 1.0912933 11.102203
2015-06-25-10 01 52.339	2.7445984 1.1258087 11.414032
2015-06-25-10 01 52.345	2.504181 1.2579193 11.967468
2015-06-25-10 01 52.350	2.3161316 1.3959808 12.159088
2015-06-25-10 01 52.356	2.280426 1.563797 12.117432
2015-06-25-10 01 52.360	2.235199 1.6161652 12.003174
2015-06-25-10 01 52.365	2.1959229 1.7256622 12.003174
2015-06-25-10 01 52.372	2.3399353 1.7851715 11.931763
2015-06-25-10 01 52.375	2.5077515 1.7982635 11.919861
2015-06-25-10 01 52.380	2.7077026 1.8613434 11.757996
2015-06-25-10 01 52.385	2.940979 1.9589386 11.800842
2015-06-25-10 01 52.390	3.0611877 1.9351349 11.931763
2015-06-25-10 01 52.395	3.2516174 1.7220917 12.000793
2015-06-25-10 01 52.400	3.4134827 1.268631 12.256683
2015-06-25-10 01 52.405	3.5134583 0.7247162 12.575653
2015-06-25-10 01 52.411	3.4837036 0.1962738 13.226685
2015-06-25-10 01 52.415	3.2920837 -0.40000916 14.328796
2015-06-25-10 01 52.420	3.223053 -0.92845154 15.599915
2015-06-25-10 01 52.427	3.0849915 -1.5652008 16.72464
2015-06-25-10 01 52.431	2.8755188 -2.0710297 17.763672
2015-06-25-10 01 52.435	2.6362915 -2.3459625 18.71106
2015-06-25-10 01 52.440	2.4065857 -2.4292755 19.48706
2015-06-25-10 01 52.445	2.0638123 -2.5054474 19.957184
2015-06-25-10 01 52.451	1.8531494 -2.528061 20.041687
2015-06-25-10 01 52.455	1.7281799 -2.6018524 20.082153
2015-06-25-10 01 52.460	1.5639343 -2.726822 19.757233
2015-06-25-10 01 52.465	1.4901428 -2.8398895 19.253784
2015-06-25-10 01 52.471	1.5686951 -2.8196564 18.450409
2015-06-25-10 01 52.475	1.7138977 -2.726822 17.391144
2015-06-25-10 01 52.480	1.9638367 -2.688736 16.312836
2015-06-25-10 01 52.486	2.2578125 -2.5887604 15.296417
2015-06-25-10 01 52.491	2.4887085 -2.3864288 14.371643
2015-06-25-10 01 52.496	2.7255554 -2.2555084 13.528992
2015-06-25-10 01 52.501	2.8790894 -2.0769806 12.737518
2015-06-25-10 01 52.506	3.030243 -1.8603668 12.123383
2015-06-25-10 01 52.511	3.1944885 -1.617569 11.59137
2015-06-25-10 01 52.516	3.3337402 -1.4092865 10.999847
2015-06-25-10 01 52.521	3.453949 -1.2414703 10.371429
2015-06-25-10 01 52.526	3.4646606 -1.0784149 9.913208
2015-06-25-10 01 52.531	3.5336914 -0.86180115 9.426422
2015-06-25-10 01 52.536	3.5610657 -0.61543274 9.109833
2015-06-25-10 01 52.541	3.5146484 -0.44047546 8.739685
2015-06-25-10 01 52.546	3.4908447 -0.21791077 8.355255
2015-06-25-10 01 52.551	3.383728 -0.07984924 8.107697
2015-06-25-10 01 52.556	3.2694702 0.06297302 7.750641
2015-06-25-10 01 52.561	3.1504517 0.14152527 7.4852295
2015-06-25-10 01 52.566	2.9826355 0.17485046 7.1722107
2015-06-25-10 01 52.572	2.8100586 0.25816345 6.8948975
2015-06-25-10 01 52.577	2.6434326 0.31886292 6.661621
2015-06-25-10 01 52.581	2.4565735 0.44859314 6.4461975
2015-06-25-10 01 52.586	2.337555 0.54499817 6.1641235
2015-06-25-10 01 52.593	2.216156 0.59498596 5.897522
2015-06-25-10 01 52.596	2.0780945 0.6497345 5.776123
2015-06-25-10 01 52.603	1.907898 0.7378082 5.466675
2015-06-25-10 01 52.608	1.760315 0.6997223 5.2798157
2015-06-25-10 01 52.613	1.5924988 0.755661 5.0786743
2015-06-25-10 01 52.619	1.4746704 0.78660583 4.967987
2015-06-25-10 01 52.622	1.2842407 0.8473053 4.92157
2015-06-25-10 01 52.627	1.1140442 0.91752625 4.79541
2015-06-25-10 01 52.632	1.0390625 0.98179626 4.7204285
2015-06-25-10 01 52.637	0.8748169 1.0139313 4.7275696
2015-06-25-10 01 52.642	0.8010254 1.0020294 4.5657043
