2015-06-25-10 06 52.723	-2.6386108 3.1979218 13.609924
2015-06-25-10 06 52.728	-2.4005737 3.147934 13.229065
2015-06-25-10 06 52.733	-2.1434937 3.05867 12.830353
2015-06-25-10 06 52.738	-1.9971008 2.9384613 12.597076
2015-06-25-10 06 52.744	-1.8911743 2.795639 12.55304
2015-06-25-10 06 52.749	-1.7804871 2.6325836 12.463776
2015-06-25-10 06 52.754	-1.8995056 2.4909515 12.568512
2015-06-25-10 06 52.759	-2.1482544 2.5528412 12.712524
2015-06-25-10 06 52.766	-2.582672 2.6528168 12.887482
2015-06-25-10 06 52.770	-3.0896912 3.0051117 12.906525
2015-06-25-10 06 52.775	-3.499115 3.3574066 12.576843
2015-06-25-10 06 52.779	-3.794281 3.6013947 11.871063
2015-06-25-10 06 52.784	-3.9656677 3.923935 11.066498
2015-06-25-10 06 52.790	-3.9180603 4.064377 10.022705
2015-06-25-10 06 52.794	-3.8942566 4.141739 9.022949
2015-06-25-10 06 52.801	-3.871643 4.1131744 8.202911
2015-06-25-10 06 52.804	-3.7419128 4.233383 7.444763
2015-06-25-10 06 52.810	-3.608612 4.386917 6.7151794
2015-06-25-10 06 52.814	-3.3289185 4.579727 6.212921
2015-06-25-10 06 52.819	-2.8683167 4.623764 5.845154
2015-06-25-10 06 52.824	-2.2637024 4.5190277 5.5035706
2015-06-25-10 06 52.835	-1.7388306 4.346451 5.378601
2015-06-25-10 06 52.836	-1.0925598 4.0929413 5.4143066
2015-06-25-10 06 52.840	-0.52246094 3.6442413 5.6249695
2015-06-25-10 06 52.849	-0.1296997 3.2395782 6.3890686
2015-06-25-10 06 52.851	0.19403076 2.8694305 7.4530945
2015-06-25-10 06 52.856	0.25473022 2.4754791 8.783722
2015-06-25-10 06 52.863	0.05596924 2.0041656 9.909637
2015-06-25-10 06 52.865	-0.5093689 1.5090485 10.815369
2015-06-25-10 06 52.870	-1.0913696 0.91871643 11.2378845
2015-06-25-10 06 52.876	-1.7257385 0.5235748 11.418793
2015-06-25-10 06 52.880	-2.2172852 0.15223694 11.104584
2015-06-25-10 06 52.885	-2.4707947 -0.060806274 10.774902
2015-06-25-10 06 52.890	-2.56839 -0.24528503 10.2690735
2015-06-25-10 06 52.895	-2.3029785 -0.22267151 9.60376
2015-06-25-10 06 52.900	-1.8721313 -0.041763306 8.96463
2015-06-25-10 06 52.905	-1.292511 0.10343933 8.313599
2015-06-25-10 06 52.911	-0.44152832 0.25816345 7.5756836
2015-06-25-10 06 52.916	0.6129761 0.40693665 6.8377686
2015-06-25-10 06 52.920	1.5984497 0.5176239 6.411682
2015-06-25-10 06 52.926	2.2340088 0.65211487 6.352173
2015-06-25-10 06 52.931	2.5006104 0.75209045 6.8699036
2015-06-25-10 06 52.935	2.4303894 0.8246918 7.8970337
2015-06-25-10 06 52.940	2.125702 0.8223114 9.018188
2015-06-25-10 06 52.946	1.6222534 0.6973419 10.286926
2015-06-25-10 06 52.951	0.97717285 0.47001648 11.761566
2015-06-25-10 06 52.955	0.18688965 0.25816345 12.744659
2015-06-25-10 06 52.961	-0.45581055 -0.031051636 13.257629
2015-06-25-10 06 52.966	-0.90927124 -0.22862244 13.471863
2015-06-25-10 06 52.971	-1.2139587 -0.29408264 13.465912
2015-06-25-10 06 52.976	-1.3044128 -0.27622986 13.354034
2015-06-25-10 06 52.981	-1.1842041 -0.035812378 12.714905
2015-06-25-10 06 52.986	-0.8557129 0.19389343 11.992462
2015-06-25-10 06 52.991	-0.44152832 0.40098572 11.156952
2015-06-25-10 06 52.996	-0.039245605 0.5985565 10.31192
2015-06-25-10 06 53.000	0.17617798 0.74494934 9.552582
2015-06-25-10 06 53.006	0.45706177 0.83540344 9.080078
2015-06-25-10 06 53.011	0.5118103 0.9270477 8.864655
2015-06-25-10 06 53.016	0.63797 1.0424957 8.824188
2015-06-25-10 06 53.021	0.6677246 1.0353546 8.977722
2015-06-25-10 06 53.026	0.6201172 1.0853424 9.138397
2015-06-25-10 06 53.031	0.5927429 0.99964905 9.468079
2015-06-25-10 06 53.036	0.38446045 0.9365692 9.502594
2015-06-25-10 06 53.043	0.20950317 0.7639923 9.559723
2015-06-25-10 06 53.046	0.04525757 0.6640167 9.462128
2015-06-25-10 06 53.051	-0.12850952 0.6580658 9.3133545
2015-06-25-10 06 53.056	-0.122558594 0.6509247 9.270508
2015-06-25-10 06 53.061	-0.0809021 0.65449524 9.28479
2015-06-25-10 06 53.068	0.13214111 0.59736633 9.339539
2015-06-25-10 06 53.072	0.41778564 0.4842987 9.258606
2015-06-25-10 06 53.076	0.41778564 0.4842987 9.258606
2015-06-25-10 06 53.081	0.70581055 0.49143982 9.195526
2015-06-25-10 06 53.086	1.0021667 0.5033417 9.016998
2015-06-25-10 06 53.092	1.2330627 0.57237244 8.892029
2015-06-25-10 06 53.096	1.6008301 0.60569763 8.77301
2015-06-25-10 06 53.101	1.9114685 0.5485687 8.539734
2015-06-25-10 06 53.106	2.292328 0.60450745 8.419525
2015-06-25-10 06 53.112	2.4553833 0.65330505 8.136261
2015-06-25-10 06 53.116	2.549408 0.6675873 8.052948
2015-06-25-10 06 53.122	2.5934448 0.55570984 7.693512
2015-06-25-10 06 53.127	2.6017761 0.48191833 7.693512
2015-06-25-10 06 53.132	2.4649048 0.40812683 7.9732056
2015-06-25-10 06 53.137	2.209015 0.3355255 8.531403
2015-06-25-10 06 53.142	2.061432 0.2534027 9.4288025
2015-06-25-10 06 53.147	1.2164001 -0.20838928 11.503296
2015-06-25-10 06 53.152	1.2164001 -0.20838928 11.503296
2015-06-25-10 06 53.157	0.15713501 -0.8153839 13.290955
2015-06-25-10 06 53.162	-0.31298828 -1.1117401 13.820587
2015-06-25-10 06 53.167	-0.66290283 -1.2997894 14.189545
2015-06-25-10 06 53.172	-0.8045349 -1.3307343 14.372833
2015-06-25-10 06 53.177	-0.89141846 -1.2307587 14.365692
2015-06-25-10 06 53.182	-0.76882935 -0.8677521 14.180023
2015-06-25-10 06 53.187	-0.5260315 -0.4880829 13.493286
2015-06-25-10 06 53.192	-0.10232544 0.06416321 12.868439
2015-06-25-10 06 53.197	0.5106201 0.7056732 11.797272
2015-06-25-10 06 53.202	1.3473206 1.4781036 10.75824
2015-06-25-10 06 53.207	2.1018982 2.141037 9.66922
2015-06-25-10 06 53.213	2.9040833 2.8134918 8.759918
2015-06-25-10 06 53.218	3.582489 3.3645477 7.9613037
2015-06-25-10 06 53.222	4.145447 3.7311249 7.2995605
2015-06-25-10 06 53.227	4.539398 3.8418121 6.9151306
2015-06-25-10 06 53.233	4.840515 3.6406708 7.1198425
2015-06-25-10 06 53.237	5.014282 3.1086578 7.7470703
2015-06-25-10 06 53.242	5.017853 2.22435 9.108643
2015-06-25-10 06 53.247	4.916687 1.1484222 10.893921
2015-06-25-10 06 53.253	4.5513 0.06892395 12.413788
2015-06-25-10 06 53.257	3.9788208 -0.74635315 14.230011
2015-06-25-10 06 53.263	3.3099365 -1.4890289 16.073608
2015-06-25-10 06 53.268	2.6303406 -2.1364899 17.990997
2015-06-25-10 06 53.273	1.9174194 -2.6554108 19.645355
2015-06-25-10 06 53.278	1.3485107 -2.9660492 20.480865
2015-06-25-10 06 53.283	0.73913574 -3.317154 20.552277
2015-06-25-10 06 53.288	0.26782227 -3.3707123 19.638214
2015-06-25-10 06 53.293	-0.047576904 -3.273117 17.861267
2015-06-25-10 06 53.298	0.04763794 -2.9220123 15.57373
2015-06-25-10 06 53.303	0.15713501 -2.310257 13.374268
2015-06-25-10 06 53.308	0.4213562 -1.4533234 11.406891
2015-06-25-10 06 53.317	0.8974304 -0.5880585 9.772766
2015-06-25-10 06 53.318	1.4627686 0.2462616 8.695648
2015-06-25-10 06 53.323	2.0197754 0.9472809 7.630432
2015-06-25-10 06 53.328	2.473236 1.4721527 6.6949463
2015-06-25-10 06 53.333	2.7184143 1.7827911 5.8760986
2015-06-25-10 06 53.338	2.7565002 2.0232086 5.109619
2015-06-25-10 06 53.343	2.6934204 2.1969757 4.563324
2015-06-25-10 06 53.348	2.5279846 2.2064972 4.231262
2015-06-25-10 06 53.353	2.3089905 2.051773 3.942047
2015-06-25-10 06 53.358	2.0483398 1.8875275 3.594513
2015-06-25-10 06 53.363	1.767456 1.762558 3.3100586
2015-06-25-10 06 53.370	1.5722656 1.5566559 2.9756165
2015-06-25-10 06 53.374	1.3044739 1.365036 2.8923035
2015-06-25-10 06 53.378	1.0890503 1.1888885 2.9101563
2015-06-25-10 06 53.383	1.0700073 1.1377106 3.3469543
2015-06-25-10 06 53.388	0.91171265 0.9794159 3.9360962
2015-06-25-10 06 53.394	0.81411743 0.8865814 4.827545
2015-06-25-10 06 53.398	0.61535645 0.81993103 5.764221
2015-06-25-10 06 53.403	0.45111084 0.8080292 6.58902
2015-06-25-10 06 53.409	0.28805542 0.7794647 7.405487
2015-06-25-10 06 53.414	0.080963135 0.78541565 8.12793
2015-06-25-10 06 53.418	-0.17611694 0.72709656 8.589722
2015-06-25-10 06 53.423	-0.3284607 0.81993103 8.870605
2015-06-25-10 06 53.429	-0.34155273 0.7889862 8.972961
2015-06-25-10 06 53.434	-0.4189148 0.89253235 8.813477
2015-06-25-10 06 53.439	-0.48080444 0.9603729 8.550446
2015-06-25-10 06 53.445	-0.71765137 1.0520172 8.182678
2015-06-25-10 06 53.450	-0.8033447 1.1567535 7.8768005
2015-06-25-10 06 53.455	-0.94140625 1.1627045 7.5292664
2015-06-25-10 06 53.460	-1.010437 1.2519684 7.1079407
2015-06-25-10 06 53.464	-0.8937988 1.4685822 6.686615
2015-06-25-10 06 53.469	-0.97354126 1.7280426 6.3355103
2015-06-25-10 06 53.474	-0.97354126 2.1005707 6.0689087
2015-06-25-10 06 53.479	-0.8795166 2.4123993 6.01297
2015-06-25-10 06 53.484	-0.8378601 2.7158966 6.064148
2015-06-25-10 06 53.489	-0.7164612 2.9265594 6.470001
2015-06-25-10 06 53.494	-0.5986328 3.1205597 6.84848
2015-06-25-10 06 53.499	-0.57006836 3.2419586 7.493561
2015-06-25-10 06 53.504	-0.5426941 3.4645233 8.101746
2015-06-25-10 06 53.509	-0.3701172 3.5894928 8.767059
2015-06-25-10 06 53.515	-0.39035034 3.660904 9.528778
2015-06-25-10 06 53.520	-0.5891113 3.687088 10.210754
2015-06-25-10 06 53.524	-1.0318604 3.410965 10.553528
2015-06-25-10 06 53.529	-1.4865112 3.1074677 10.56781
2015-06-25-10 06 53.535	-1.9256897 2.6682892 10.544006
2015-06-25-10 06 53.539	-2.3541565 2.2779083 10.517822
2015-06-25-10 06 53.544	-2.7195435 1.878006 10.882019
2015-06-25-10 06 53.550	-2.9052124 1.5280914 11.410461
2015-06-25-10 06 53.555	-3.0325623 1.3376617 12.087677
2015-06-25-10 06 53.560	-3.1503906 1.2162628 12.798218
